record_id,occurence_month,ncic,total_number_of_victims,total_number_of_individual_victims,suspects_race_as_a_group,total_number_of_suspects,most_serious_ucr,most_serious_ucr_type,most_serious_location,most_serious_bias,most_serious_bias_type,most_serious_victim_type,weapon_type,offensive_act,is_multiple_bias,total_number_of_individual_victims_adult,total_number_of_individual_victims_juvenile,total_number_of_suspects_adult,total_number_of_suspects_juvenile,suspects_ethnicity_as_a_group,data_loaded_at
CA00-0000011794,1/1/2002,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000011980,4/1/2002,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Catholic,Religion,Religious,,Other,,,,,,,11/15/2023 11:01
CA00-0000011981,4/1/2002,3801,1,1,East Indian,2,Simple Assault,Violent Crimes,Service/Gas Station,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000011982,4/1/2002,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000011983,4/1/2002,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Catholic,Religion,Religious,,Other,,,,,,,11/15/2023 11:01
CA00-0000011984,4/1/2002,3801,2,2,Black or African American,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000011985,4/1/2002,3801,3,3,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000011986,4/1/2002,3801,3,3,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000011987,4/1/2002,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Air/Bus/Train Terminal,Anti-Jewish,Religion,Government,,Daubing of swastika,,,,,,,11/15/2023 11:01
CA00-0000011988,4/1/2002,3801,2,2,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Other,,,,,,,11/15/2023 11:01
CA00-0000012159,5/1/2002,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Jewish,Religion,Person,,Daubing of swastika,,,,,,,11/15/2023 11:01
CA00-0000012161,5/1/2002,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012171,5/1/2002,3801,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012172,5/1/2002,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012173,5/1/2002,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Hotel/Motel/etc.,Anti-Islamic (Muslim),Religion,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012174,5/1/2002,3801,1,1,Hispanic,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012175,5/1/2002,3801,1,1,Black or African American,16,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012176,5/1/2002,3801,2,2,Asian/Pacific Islander,11,Aggravated Assault,Violent Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA00-0000012177,5/1/2002,3801,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012178,5/1/2002,3801,1,1,Black or African American,1,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012179,5/1/2002,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012310,6/1/2002,3801,1,1,Asian/Pacific Islander,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012311,6/1/2002,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Hotel/Motel/etc.,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012312,4/1/2002,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012313,6/1/2002,3801,2,2,Hispanic,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012314,6/1/2002,3801,1,1,Unknown,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012316,6/1/2002,3801,1,1,Group of Multiple Races,3,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012317,6/1/2002,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Jewish,Religion,Person,,Daubing of swastika,,,,,,,11/15/2023 11:01
CA00-0000012319,6/1/2002,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Field/Woods/Park,Anti-Gay (Male),Sexual Orientation,Government,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012321,6/1/2002,3801,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Shotgun,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012387,6/1/2002,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012390,6/1/2002,3801,1,1,White,1,Simple Assault,Violent Crimes,Bar/Night Club,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012448,5/1/2002,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Field/Woods/Park,Anti-Jewish,Religion,Business,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012455,7/1/2002,3801,2,2,White,1,Intimidation,Violent Crimes,Hotel/Motel/etc.,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012458,7/1/2002,3801,1,1,White,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012469,7/1/2002,3801,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012471,7/1/2002,3801,1,1,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012472,7/1/2002,3801,1,1,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012473,7/1/2002,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012474,7/1/2002,3801,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012475,7/1/2002,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Government/Public Building,Anti-Jewish,Religion,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000012476,7/1/2002,3801,1,1,White,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012477,7/1/2002,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000012479,7/1/2002,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012483,7/1/2002,3801,1,1,White,1,Intimidation,Violent Crimes,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012507,7/1/2002,3801,1,1,White,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012508,7/1/2002,3801,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Handgun,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012513,7/1/2002,3801,1,1,Hispanic,1,Simple Assault,Violent Crimes,Restaurant,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012515,7/1/2002,3801,2,2,Black or African American,2,Intimidation,Violent Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA00-0000012652,8/1/2002,3801,1,1,Black or African American,2,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012653,8/1/2002,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012654,8/1/2002,3801,1,1,White,1,Simple Assault,Violent Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012657,8/1/2002,3801,1,1,White,2,Aggravated Assault,Violent Crimes,Bar/Night Club,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012660,8/1/2002,3801,2,2,Group of Multiple Races,10,Simple Assault,Violent Crimes,Grocery/Supermarket,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012661,8/1/2002,3801,2,2,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000012662,8/1/2002,3801,2,2,Unknown,0,Intimidation,Violent Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA00-0000012663,8/1/2002,3801,2,2,Unknown,0,Intimidation,Violent Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012664,8/1/2002,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012666,8/1/2002,3801,1,1,East Indian,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012667,8/1/2002,3801,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012668,8/1/2002,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Grocery/Supermarket,Anti-White,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012669,8/1/2002,3801,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,Handgun,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012670,8/1/2002,3801,1,1,Hispanic,1,Intimidation,Violent Crimes,Field/Woods/Park,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012671,8/1/2002,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000012672,8/1/2002,3801,5,5,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000012673,8/1/2002,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012685,8/1/2002,3801,1,1,White,1,Intimidation,Violent Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012879,9/1/2002,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012880,9/1/2002,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Field/Woods/Park,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012881,9/1/2002,3801,1,1,Group of Multiple Races,3,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012882,9/1/2002,3801,1,1,Asian/Pacific Islander,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012883,9/1/2002,3801,2,2,Hispanic,8,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012884,9/1/2002,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Other,,,,,,,11/15/2023 11:01
CA00-0000012885,9/1/2002,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Field/Woods/Park,Anti-Gay (Male),Sexual Orientation,Government,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012886,9/1/2002,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Business,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012887,9/1/2002,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Lake/Waterway/Beach,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012888,9/1/2002,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Business,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012889,9/1/2002,3801,1,1,Group of Multiple Races,3,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA00-0000012890,9/1/2002,3801,1,1,White,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012891,9/1/2002,3801,1,1,Hispanic,2,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012892,9/1/2002,3801,2,2,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012893,9/1/2002,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012894,9/1/2002,3801,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012921,9/1/2002,3801,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012934,9/1/2002,3801,1,0,Black or African American,1,Arson,Property Crimes,Hotel/Motel/etc.,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Business,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012937,10/1/2002,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Business,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012938,10/1/2002,3801,1,1,White,1,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012950,10/1/2002,3801,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012951,10/1/2002,3801,1,1,Unknown,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012952,10/1/2002,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012953,10/1/2002,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Field/Woods/Park,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012980,10/1/2002,3801,2,2,White,1,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012981,10/1/2002,3801,1,1,Unknown,0,Intimidation,Violent Crimes,School/college,Anti-Gay (Male),Sexual Orientation,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000012988,10/1/2002,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Gay (Male),Sexual Orientation,Business,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012989,10/1/2002,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Business,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000012997,10/1/2002,3801,1,1,White,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000012998,10/1/2002,3801,1,1,White,3,Robbery,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000013001,10/1/2002,3801,1,1,Hispanic,2,Simple Assault,Violent Crimes,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000013002,10/1/2002,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000013003,10/1/2002,3801,2,2,Black or African American,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
